"","category","over_represented_pvalue","under_represented_pvalue","numDEInCat","numInCat","term","ontology"
"12326","GO:0047499",0.0347176567481597,0.994232902536264,5,8,"calcium-independent phospholipase A2 activity","MF"
"14182","GO:0060456",0.0347744340862318,0.99422064165895,5,8,"positive regulation of digestive system process","BP"
"3162","GO:0006641",0.0348177744374774,0.980537181492265,26,74,"triglyceride metabolic process","BP"
"20945","GO:2000146",0.0348383947469045,0.975160463616281,68,229,"negative regulation of cell motility","BP"
"12222","GO:0046959",0.0348476122804223,0.997725840223078,3,4,"habituation","BP"
"17841","GO:0106027",0.0348898195633121,0.979804587924476,28,88,"neuron projection organization","BP"
"15528","GO:0071071",0.0349605947573313,0.990789472424519,7,14,"regulation of phospholipid biosynthetic process","BP"
"17125","GO:0097484",0.0349725691693334,0.985391057673882,13,33,"dendrite extension","BP"
"10645","GO:0043031",0.03507838054427,0.992235981401538,6,11,"negative regulation of macrophage activation","BP"
"21474","GO:2001233",0.0351401563320944,0.973211155526078,105,348,"regulation of apoptotic signaling pathway","BP"
"4137","GO:0009072",0.0351675520265814,0.987940636493014,10,21,"aromatic amino acid family metabolic process","BP"
"3790","GO:0008206",0.0351724161919332,0.984926734646774,14,34,"bile acid metabolic process","BP"
"4899","GO:0010966",0.035178102632087,0.995762438338495,4,6,"regulation of phosphate transport","BP"
"5712","GO:0016525",0.035214504023503,0.979271807851994,30,91,"negative regulation of angiogenesis","BP"
"5036","GO:0014829",0.0352484971399544,0.988423142568374,9,20,"vascular associated smooth muscle contraction","BP"
"2457","GO:0005504",0.0352611319725075,0.987902468964576,10,21,"fatty acid binding","MF"
"13621","GO:0051962",0.0352837604053107,0.97215902720351,133,481,"positive regulation of nervous system development","BP"
"11204","GO:0044342",0.0353331765071596,0.98861200452096,9,19,"type B pancreatic cell proliferation","BP"
"9120","GO:0034618",0.0354112484468499,0.995724522697427,4,6,"arginine binding","MF"
"3673","GO:0007626",0.0354199554058192,0.976169496739285,50,167,"locomotory behavior","BP"
"13243","GO:0051247",0.0355380820188854,0.96923556652323,369,1372,"positive regulation of protein metabolic process","BP"
"17091","GO:0097413",0.0356066516411161,0.994040179882994,5,8,"Lewy body","CC"
"8319","GO:0032720",0.0356121775075014,0.984709421534182,14,34,"negative regulation of tumor necrosis factor production","BP"
"5971","GO:0017046",0.0356725140007776,0.984573714809035,14,35,"peptide hormone binding","MF"
"19403","GO:1903589",0.0358326925696774,0.995655745816779,4,6,"positive regulation of blood vessel endothelial cell proliferation involved in sprouting angiogenesis","BP"
"17862","GO:0106072",0.0358564639295622,0.995651857348691,4,6,"negative regulation of adenylate cyclase-activating G protein-coupled receptor signaling pathway","BP"
"4405","GO:0009755",0.0358648895551694,0.976330086228666,46,149,"hormone-mediated signaling pathway","BP"
"10745","GO:0043208",0.0359033702682271,0.995644181653567,4,6,"glycosphingolipid binding","MF"
"8631","GO:0033240",0.0360100271179206,0.993952210017787,5,8,"positive regulation of cellular amine metabolic process","BP"
"7090","GO:0030322",0.0360565264913242,0.993942048374726,5,8,"stabilization of membrane potential","BP"
"4189","GO:0009144",0.0360662291148285,0.979141377279336,29,81,"purine nucleoside triphosphate metabolic process","BP"
"516","GO:0001656",0.0360666394069911,0.981086700237568,21,61,"metanephros development","BP"
"25","GO:0000050",0.0361525073332354,0.99392105980256,5,8,"urea cycle","BP"
"6377","GO:0019627",0.0361525073332354,0.99392105980256,5,8,"urea metabolic process","BP"
"16000","GO:0071941",0.0361525073332354,0.99392105980256,5,8,"nitrogen cycle metabolic process","BP"
"15386","GO:0070841",0.0362064659580604,0.988044781567269,9,20,"inclusion body assembly","BP"
"19781","GO:1904375",0.0362293191068246,0.977531634202032,36,110,"regulation of protein localization to cell periphery","BP"
"7482","GO:0031232",0.0362980271610356,0.995579450630547,4,6,"extrinsic component of external side of plasma membrane","CC"
"10254","GO:0042182",0.0363105814266846,0.993886453132881,5,8,"ketone catabolic process","BP"
"969","GO:0002369",0.0363169418415785,0.986403778004465,11,25,"T cell cytokine production","BP"
"7508","GO:0031282",0.0363994295624012,0.993866980136521,5,8,"regulation of guanylate cyclase activity","BP"
"10966","GO:0043574",0.0364397476607023,0.979914773305298,25,68,"peroxisomal transport","BP"
"1208","GO:0002820",0.0365486536978427,0.985541664419514,12,28,"negative regulation of adaptive immune response","BP"
"13070","GO:0050957",0.0365941788973366,0.997561394964993,3,4,"equilibrioception","BP"
"13001","GO:0050857",0.0367512615978968,0.988919035801099,8,17,"positive regulation of antigen receptor-mediated signaling pathway","BP"
"14064","GO:0060312",0.0367914337413804,0.995498147580398,4,6,"regulation of blood vessel remodeling","BP"
"3662","GO:0007614",0.0368063949608796,0.99174999448474,6,11,"short-term memory","BP"
"10790","GO:0043279",0.0368325003356745,0.978080831410584,31,92,"response to alkaloid","BP"
"12802","GO:0050145",0.0368549834746102,0.987787386034536,9,20,"nucleoside monophosphate kinase activity","MF"
"17726","GO:0099641",0.0369582725216781,0.993065607847212,5,9,"anterograde axonal protein transport","BP"
"18989","GO:1902744",0.0369915914306655,0.997523465554675,3,4,"negative regulation of lamellipodium organization","BP"
"8735","GO:0033605",0.0371119455142766,0.991663367795444,6,11,"positive regulation of catecholamine secretion","BP"
"5319","GO:0015732",0.0371351509845232,0.991656780382173,6,11,"prostaglandin transport","BP"
"17268","GO:0098562",0.0371397703092558,0.975010819475304,50,160,"cytoplasmic side of membrane","CC"
"12211","GO:0046939",0.0371493473112142,0.976293658240826,40,123,"nucleotide phosphorylation","BP"
"8232","GO:0032585",0.0371495861899893,0.991652682013728,6,11,"multivesicular body membrane","CC"
"7154","GO:0030501",0.0372254240456198,0.983695323980539,14,36,"positive regulation of bone mineralization","BP"
"12482","GO:0048251",0.0372612043402488,0.992991879774508,5,9,"elastic fiber assembly","BP"
"20336","GO:1905477",0.0373478099807002,0.976465496123013,38,116,"positive regulation of protein localization to membrane","BP"
"13088","GO:0050999",0.0375230032803008,0.984265941836469,13,32,"regulation of nitric-oxide synthase activity","BP"
"2092","GO:0004745",0.037620513027663,0.993597778395137,5,8,"retinol dehydrogenase activity","MF"
"17919","GO:0110111",0.0376345087931359,0.986333520273709,10,24,"negative regulation of animal organ morphogenesis","BP"
"2830","GO:0006152",0.0378431334685316,0.993548385018504,5,8,"purine nucleoside catabolic process","BP"
"11872","GO:0046130",0.0378431334685316,0.993548385018504,5,8,"purine ribonucleoside catabolic process","BP"
"12076","GO:0046638",0.037852236211591,0.984105766909744,13,32,"positive regulation of alpha-beta T cell differentiation","BP"
"13790","GO:0055017",0.0378620545520824,0.979069570680109,24,71,"cardiac muscle tissue growth","BP"
"1855","GO:0004385",0.0378684620537881,0.992843503914224,5,9,"guanylate kinase activity","MF"
"4126","GO:0009060",0.0378941737433204,0.978050721023408,29,79,"aerobic respiration","BP"
"2228","GO:0004970",0.0380336874591159,0.987968659956437,8,19,"ionotropic glutamate receptor activity","MF"
"20997","GO:2000251",0.0380943870562933,0.988728611465154,8,16,"positive regulation of actin cytoskeleton reorganization","BP"
"16853","GO:0090673",0.0380977950394653,0.995280892165659,4,6,"endothelial cell-matrix adhesion","BP"
"14712","GO:0061572",0.0381023021392879,0.975098467596338,43,140,"actin filament bundle organization","BP"
"13522","GO:0051775",0.0381615695804135,0.989735971045408,7,14,"response to redox state","BP"
"13348","GO:0051428",0.0382669358128459,0.990108203507801,7,13,"peptide hormone receptor binding","MF"
"16801","GO:0090521",0.0382712536131999,0.997400060975021,3,4,"glomerular visceral epithelial cell migration","BP"
"602","GO:0001786",0.0382897620603509,0.981081294946533,18,49,"phosphatidylserine binding","MF"
"12104","GO:0046689",0.0383251710112697,0.993441104998175,5,8,"response to mercury ion","BP"
"5607","GO:0016301",0.0383729799387138,0.968582188577604,180,668,"kinase activity","MF"
"7189","GO:0030552",0.0384630477604879,0.986932462179092,9,21,"cAMP binding","MF"
"15964","GO:0071887",0.0384826702971131,0.978260680722692,26,74,"leukocyte apoptotic process","BP"
"2371","GO:0005245",0.0384857096688597,0.983468255708727,13,35,"voltage-gated calcium channel activity","MF"
"9441","GO:0035457",0.0385085151402326,0.992686282669796,5,9,"cellular response to interferon-alpha","BP"
"20147","GO:1905065",0.0385091746481829,0.995211883508297,4,6,"positive regulation of vascular associated smooth muscle cell differentiation","BP"
"6375","GO:0019614",0.0385341606179544,0.99520768303187,4,6,"catechol-containing compound catabolic process","BP"
"10362","GO:0042424",0.0385341606179544,0.99520768303187,4,6,"catecholamine catabolic process","BP"
"4242","GO:0009201",0.0385423220116549,0.978917385925072,24,65,"ribonucleoside triphosphate biosynthetic process","BP"
"3216","GO:0006707",0.038614517865193,0.99337649403759,5,8,"cholesterol catabolic process","BP"
"5521","GO:0016127",0.038614517865193,0.99337649403759,5,8,"sterol catabolic process","BP"
"19557","GO:1903901",0.0386235851932861,0.980482408335324,19,52,"negative regulation of viral life cycle","BP"
"14670","GO:0061469",0.0387284976074743,0.991201653964887,6,11,"regulation of type B pancreatic cell proliferation","BP"
"12553","GO:0048406",0.0387631907775031,0.997352108130994,3,4,"nerve growth factor binding","MF"
"13989","GO:0060192",0.0387682842799335,0.991190218719007,6,11,"negative regulation of lipase activity","BP"
"8279","GO:0032649",0.0387849397978382,0.98094821658763,18,47,"regulation of interferon-gamma production","BP"
"5282","GO:0015645",0.0388015683712733,0.989522502262659,7,14,"fatty acid ligase activity","MF"
"2057","GO:0004697",0.0388171186826402,0.989179895853455,7,15,"protein kinase C activity","MF"
"2058","GO:0004698",0.0388171186826402,0.989179895853455,7,15,"calcium-dependent protein kinase C activity","MF"
"5519","GO:0016125",0.0390581761061175,0.974672327500931,42,130,"sterol metabolic process","BP"
"13418","GO:0051580",0.0390682607562205,0.989433275413934,7,14,"regulation of neurotransmitter uptake","BP"
"17389","GO:0098802",0.0390731631177491,0.974016086633534,46,151,"plasma membrane signaling receptor complex","CC"
"7520","GO:0031300",0.0390832852636888,0.969998801889839,106,354,"intrinsic component of organelle membrane","CC"
"15032","GO:0070169",0.0391120900826125,0.982163642466754,15,39,"positive regulation of biomineral tissue development","BP"
"17925","GO:0110151",0.0391120900826125,0.982163642466754,15,39,"positive regulation of biomineralization","BP"
"18493","GO:1901386",0.0391511567098485,0.991080001936217,6,11,"negative regulation of voltage-gated calcium channel activity","BP"
"9821","GO:0036126",0.0391843942469628,0.977782108203556,26,75,"sperm flagellum","CC"
"18134","GO:0150079",0.0392025946750186,0.992514833832036,5,9,"negative regulation of neuroinflammatory response","BP"
"15291","GO:0070613",0.0392206707473854,0.980207649384826,19,51,"regulation of protein processing","BP"
"14094","GO:0060347",0.0392303519639258,0.991057164914966,6,11,"heart trabecula formation","BP"
"11668","GO:0045760",0.0392355685037004,0.992506664151427,5,9,"positive regulation of action potential","BP"
"8589","GO:0033157",0.0392450351241531,0.971551912656977,72,241,"regulation of intracellular protein transport","BP"
"5078","GO:0014902",0.0395158282596991,0.976963568036659,28,84,"myotube differentiation","BP"
"1207","GO:0002819",0.0395843760994707,0.975506329702496,35,104,"regulation of adaptive immune response","BP"
"7227","GO:0030662",0.0396343504478346,0.973687339436956,46,146,"coated vesicle membrane","CC"
"17683","GO:0099566",0.0396542869975257,0.990083982600975,6,13,"regulation of postsynaptic cytosolic calcium ion concentration","BP"
"9252","GO:0035021",0.0396983603401057,0.997260172248952,3,4,"negative regulation of Rac protein signal transduction","BP"
"6103","GO:0018197",0.0397038038921445,0.997259634127415,3,4,"peptidyl-aspartic acid modification","BP"
"8502","GO:0033002",0.0397348416781254,0.973213854747606,49,159,"muscle cell proliferation","BP"
"8477","GO:0032964",0.0397443117757732,0.982527370893656,14,35,"collagen biosynthetic process","BP"
"5904","GO:0016877",0.0397756603717366,0.983165110248382,13,32,"ligase activity, forming carbon-sulfur bonds","MF"
"2166","GO:0004859",0.0397840920129507,0.991521541600455,6,10,"phospholipase inhibitor activity","MF"
"15029","GO:0070166",0.0397903233327678,0.992368883853007,5,9,"enamel mineralization","BP"
"18058","GO:0140205",0.0398091391925449,1,2,2,"oligopeptide import across plasma membrane","BP"
"18059","GO:0140206",0.0398091391925449,1,2,2,"dipeptide import across plasma membrane","BP"
"16021","GO:0072007",0.0399783711795935,0.994963135032658,4,6,"mesangial cell differentiation","BP"
"9243","GO:0034992",0.0399858399013013,0.994043006088728,4,7,"microtubule organizing center attachment site","CC"
"9244","GO:0034993",0.0399858399013013,0.994043006088728,4,7,"meiotic nuclear membrane microtubule tethering complex","CC"
"17868","GO:0106083",0.0399858399013013,0.994043006088728,4,7,"nuclear membrane protein complex","CC"
"17872","GO:0106094",0.0399858399013013,0.994043006088728,4,7,"nuclear membrane microtubule tethering complex","CC"
"9223","GO:0034776",0.0400932781624468,0.992293377038312,5,9,"response to histamine","BP"
"2293","GO:0005096",0.04016919449447,0.970819759851861,71,250,"GTPase activator activity","MF"
"20348","GO:1905517",0.0401870752509364,0.980727015437551,17,43,"macrophage migration","BP"
"17394","GO:0098810",0.0402243438744201,0.985397405358604,10,23,"neurotransmitter reuptake","BP"
"20964","GO:2000181",0.0402803004046509,0.975950471332163,30,92,"negative regulation of blood vessel morphogenesis","BP"
"6090","GO:0018146",0.0403775625261346,0.984415896432466,11,26,"keratan sulfate biosynthetic process","BP"
"14169","GO:0060440",0.0403802568165399,0.994894474041215,4,6,"trachea formation","BP"
"16427","GO:0080134",0.040494906949432,0.965228603218876,312,1148,"regulation of response to stress","BP"
"1210","GO:0002822",0.0405511937110875,0.975464305552373,32,94,"regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","BP"
"11749","GO:0045916",0.0406601444521246,0.994846500528023,4,6,"negative regulation of complement activation","BP"
"2599","GO:0005770",0.0407217671132355,0.97043888179307,72,238,"late endosome","CC"
